Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE24,OUT019,388.1268
FDK50,OUT049,2601.6665
FDG31,OUT045,992.9705
FDC60,OUT045,1522.5237
FDL36,OUT013,1431.532
FDP21,OUT013,3068.1426
FDW16,OUT045,1401.468
FDX02,OUT017,3677.4597
FDQ58,OUT027,3710.9243
FDT51,OUT046,1741.8671
FDD59,OUT049,1237.5576
NCM42,OUT018,1447.2113
FDA57,OUT018,584.7975
FDZ48,OUT035,1886.9023
FDE46,OUT045,2378.7388
NCZ30,OUT019,297.774
FDB56,OUT017,3077.4067
FDA25,OUT027,2602.2642
FDD20,OUT013,2125.7935
FDL25,OUT013,1441.3203
NCO18,OUT049,2899.3806
FDJ45,OUT017,606.6957
FDR12,OUT035,2770.5068
NCF19,OUT010,116.308525
FDK25,OUT046,2627.7705
NCR17,OUT046,1868.7928
FDC52,OUT046,2359.9043
NCA54,OUT017,2806.7278
FDR45,OUT010,555.71216
NCM19,OUT049,1922.463
FDF39,OUT027,6276.6
FDX23,OUT049,1519.9795
FDD58,OUT027,2625.1223
FDX28,OUT013,1674.2974
NCD31,OUT013,2592.3342
FDU57,OUT018,2207.4739
FDI27,OUT046,763.7856
NCM42,OUT046,1634.5831
FDD32,OUT027,2160.8516
FDI34,OUT013,3708.2012
NCM29,OUT049,2091.9187
FDG46,OUT018,1604.95
DRC01,OUT010,160.34607
FDB15,OUT027,5957.1265
NCA17,OUT027,3530.183
FDF10,OUT046,2377.111
FDR26,OUT027,4461.9365
FDI02,OUT049,1785.2656
NCM54,OUT010,311.7427
FDF14,OUT013,2335.2913
FDJ33,OUT010,270.79996
FDM20,OUT035,3794.8743
FDC03,OUT027,5170.0933
NCX05,OUT046,1875.4006
NCM41,OUT027,2519.5146
NCU29,OUT010,345.10156
FDQ59,OUT017,1340.8245
FDH46,OUT010,220.82005
FDH09,OUT013,747.5073
NCD06,OUT045,752.6888
FDC15,OUT035,2339.2056
DRD37,OUT027,1135.0054
FDT28,OUT027,3625.4824
FDR28,OUT027,4046.6604
FDT38,OUT017,1372.3905
FDV34,OUT027,2034.7742
FDY52,OUT035,942.0914
FDB34,OUT013,1317.9801
DRL23,OUT018,1356.8186
DRB24,OUT046,2373.3958
FDJ50,OUT046,939.6838
FDQ49,OUT035,2343.054
FDP20,OUT035,2006.0668
FDV19,OUT027,4048.7195
NCR54,OUT045,3010.0383
FDO09,OUT010,649.1008
FDS57,OUT018,1876.9938
FDN10,OUT049,1892.2548
FDV23,OUT049,2056.4683
FDY28,OUT049,3282.0889
DRG51,OUT013,2670.8794
FDD45,OUT019,215.05562
NCL18,OUT027,4904.0
NCM29,OUT013,2091.9187
FDF17,OUT027,4861.9746
FDE22,OUT017,2618.9802
FDQ22,OUT017,616.7356
FDS01,OUT013,2881.2205
FDW35,OUT027,1074.7004
FDJ33,OUT046,2011.9042
NCF54,OUT035,2795.1274
FDE09,OUT013,1693.0312
NCE06,OUT045,2496.7869
DRH49,OUT049,1192.0233
FDY43,OUT045,2624.374
NCT05,OUT017,3973.3796
FDZ34,OUT045,2986.2139
FDL38,OUT017,1412.8417
FDZ31,OUT017,3010.1946
FDR14,OUT035,905.7656
NCN54,OUT049,1228.2291
NCC42,OUT027,3287.68
FDK08,OUT017,1673.8457
FDP59,OUT013,1576.4081
FDV22,OUT035,2788.5938
FDD33,OUT035,3593.69
DRE60,OUT027,5393.3438
FDK52,OUT046,3476.806
FDA02,OUT017,2397.3042
FDM56,OUT049,1651.6283
FDE57,OUT035,2070.8604
FDM32,OUT045,1398.1313
NCQ30,OUT027,2989.2375
FDQ27,OUT027,2416.856
FDT60,OUT027,3150.141
FDU43,OUT049,3903.1306
NCO55,OUT035,1628.1559
FDG02,OUT045,2991.8218
FDJ28,OUT013,3126.853
FDP40,OUT045,1806.1636
FDJ38,OUT045,2959.6296
NCC54,OUT017,3719.5222
NCZ41,OUT046,1990.1598
FDK38,OUT019,345.29172
FDU52,OUT013,2335.2913
FDC40,OUT046,1177.9186
NCR30,OUT017,1088.1251
NCN18,OUT017,1738.3022
FDB50,OUT035,1298.794
FDG04,OUT013,3118.9338
FDR26,OUT035,2549.6182
NCT17,OUT018,2799.462
FDX35,OUT027,5117.5713
FDS12,OUT046,1998.9277
NCZ29,OUT027,3180.3494
FDB38,OUT010,419.57672
FDP12,OUT013,661.4482
FDP22,OUT046,748.2959
FDS26,OUT018,3452.8093
FDR52,OUT046,3020.549
DRJ13,OUT046,2568.0413
FDU48,OUT027,3207.0896
FDE29,OUT035,944.1952
NCT29,OUT049,2064.8967
DRK37,OUT018,2774.2717
FDK55,OUT046,1318.7134
FDR07,OUT046,1463.7949
FDO21,OUT027,5521.0674
FDK46,OUT049,4126.206
FDB12,OUT045,1596.1078
FDT31,OUT027,4576.128
FDJ33,OUT045,2011.9042
FDC26,OUT027,2724.5842
NCQ02,OUT045,3058.6301
FDP08,OUT010,488.84158
FDB11,OUT027,5471.866
FDV55,OUT013,2366.8845
FDW20,OUT049,2018.1488
NCJ18,OUT019,333.71326
FDC41,OUT018,1068.6555
FDE14,OUT027,2604.219
FDG35,OUT013,2687.9558
FDF45,OUT035,971.67584
FDS19,OUT027,2195.0012
FDS58,OUT019,451.737
FDA26,OUT017,3487.7346
FDM32,OUT049,1308.3589
FDL45,OUT046,2007.386
FDZ55,OUT049,2533.2634
FDY37,OUT049,2080.0862
FDO46,OUT046,2971.7068
FDQ60,OUT046,1919.115
FDA19,OUT018,1839.389
FDL15,OUT046,2362.1458
FDM10,OUT018,2881.2412
NCL05,OUT017,653.9142
DRK49,OUT010,100.47943
NCE18,OUT027,6216.9673
FDG40,OUT049,620.08704
DRI59,OUT045,3403.1526
FDK28,OUT035,3805.2053
NCD06,OUT019,115.47917
FDO11,OUT019,601.6293
FDK27,OUT046,1983.1869
FDT43,OUT027,1340.7378
FDD38,OUT018,1356.8186
FDA16,OUT049,3285.339
FDL14,OUT027,3658.1274
NCM17,OUT049,721.33075
FDD20,OUT045,2041.7307
FDA40,OUT045,1334.7675
FDL43,OUT045,1264.208
FDV15,OUT045,1596.1078
FDE52,OUT046,1414.6968
NCL17,OUT010,397.2203
NCJ31,OUT045,3634.614
FDR60,OUT045,1245.7489
NCA18,OUT035,1875.4998
FDS21,OUT027,1817.6946
FDW09,OUT035,1296.7549
FDL26,OUT035,2583.3865
FDS47,OUT018,1258.6487
FDC39,OUT046,3340.7524
FDT51,OUT035,1811.3727
FDK40,OUT035,4047.0725
NCG19,OUT045,3596.7542
FDZ07,OUT046,903.3756
FDF08,OUT027,2488.1577
FDO04,OUT013,852.2842
FDK41,OUT018,1192.0392
FDP15,OUT049,3965.5388
NCD43,OUT018,1442.1244
NCP18,OUT013,2382.1074
FDZ51,OUT046,1452.2374
DRH13,OUT035,1630.5249
FDF38,OUT045,679.02856
NCI43,OUT045,707.07227
FDM38,OUT027,1576.3475
FDS03,OUT013,970.518
DRJ47,OUT017,2795.1274
FDT50,OUT010,250.98036
FDV02,OUT046,2729.1797
NCG18,OUT017,1729.304
FDW52,OUT046,2568.0413
FDS40,OUT035,708.9069
FDN31,OUT017,3077.4067
FDA37,OUT045,1987.0027
FDA15,OUT046,3853.2117
FDL39,OUT046,2704.9734
FDJ53,OUT045,2009.3761
FDX22,OUT013,3532.0137
NCZ42,OUT045,3714.6238
FDD56,OUT027,4727.0425
FDD40,OUT017,3166.702
FDS50,OUT013,3292.909
NCN14,OUT013,3029.8184
FDT15,OUT013,3111.7214
NCS18,OUT027,2578.4402
NCO26,OUT010,254.27695
FDF58,OUT018,780.2105
NCB19,OUT013,1385.9441
FDH26,OUT017,2025.0685
DRB24,OUT027,3774.3923
FDA49,OUT018,1238.6494
FDB32,OUT045,1521.5237
FDI36,OUT017,3222.1472
NCA17,OUT010,324.74936
FDH22,OUT013,2033.1405
NCM26,OUT018,2223.6455
FDT15,OUT027,4957.471
FDB16,OUT018,1210.463
NCP54,OUT027,3230.6746
FDJ36,OUT013,1651.6283
FDO28,OUT045,1943.7244
FDU09,OUT013,853.4316
FDF29,OUT017,2098.2603
FDY08,OUT013,2034.5868
DRJ59,OUT018,506.086
FDT23,OUT027,2213.4097
FDU15,OUT018,461.54648
FDT47,OUT013,1597.3118
FDI53,OUT019,524.2404
FDR59,OUT018,3395.246
FDD53,OUT035,710.5076
FDY51,OUT017,3313.2944
FDT04,OUT049,685.9983
FDU51,OUT049,2823.798
FDG14,OUT035,2388.846
NCU06,OUT045,3553.9187
DRG25,OUT046,3019.5493
DRH49,OUT035,1325.2979
FDN15,OUT035,2133.3743
FDL43,OUT018,1041.0939
NCT18,OUT049,3260.6382
NCB31,OUT013,3888.0928
FDK57,OUT035,1966.0325
FDY04,OUT019,430.19965
NCP54,OUT046,2031.0631
FDF41,OUT013,3939.1045
FDM01,OUT045,1592.9814
FDW03,OUT045,1681.9563
FDF28,OUT045,2017.8344
FDY37,OUT017,2101.4119
FDQ03,OUT017,3692.173
FDP51,OUT027,2978.5789
FDJ40,OUT017,1752.5466
FDC32,OUT049,1473.1317
DRI49,OUT027,2255.2766
NCW54,OUT017,917.9909
FDF09,OUT017,634.6261
FDP45,OUT018,3414.7412
DRJ23,OUT018,2794.151
FDS59,OUT017,1752.5466
FDY08,OUT046,2013.8835
FDX16,OUT049,2366.8845
FDY16,OUT018,2809.3052
FDK32,OUT035,2466.5317
FDQ22,OUT013,696.1604
NCC31,OUT018,2199.5906
FDG58,OUT049,2369.995
DRF48,OUT013,2955.7097
DRH36,OUT049,1031.3663
NCR30,OUT035,1185.5934
FDB03,OUT019,526.6048
FDZ28,OUT027,3205.8884
FDR35,OUT017,3117.6243
DRD15,OUT027,6039.0493
FDJ33,OUT019,298.64462
FDA56,OUT010,290.75153
FDP56,OUT046,754.126
NCT30,OUT046,754.126
FDK15,OUT017,1619.6976
FDH44,OUT018,2150.1694
FDV01,OUT013,2312.6343
DRG03,OUT017,2397.3042
FDG50,OUT027,2475.3125
FDR16,OUT010,590.5451
FDZ60,OUT046,1558.5214
DRG03,OUT045,2373.7146
FDS56,OUT018,3386.7944
FDU33,OUT045,769.98846
DRD27,OUT035,1650.3416
FDW22,OUT046,3585.298
DRA24,OUT045,2502.2222
FDF38,OUT049,684.34235
FDX48,OUT013,2366.8845
FDS58,OUT018,2365.3362
FDC32,OUT046,1432.4366
NCQ29,OUT045,3791.8071
DRK39,OUT018,1179.3651
NCS38,OUT017,1868.1589
DRO47,OUT013,1740.0248
DRG27,OUT027,1075.3857
FDC57,OUT027,4820.18
FDS55,OUT046,2330.5525
NCJ06,OUT018,1685.7203
FDO01,OUT019,273.5932
NCM55,OUT045,2959.6296
FDC52,OUT049,2380.4487
FDQ15,OUT045,1193.1711
NCT30,OUT027,1313.8333
NCR42,OUT027,1018.1806
FDD28,OUT035,956.4257
FDQ34,OUT049,1621.42
FDZ12,OUT027,3261.3298
DRE13,OUT019,276.67328
NCN07,OUT019,322.8344
FDM28,OUT035,2770.9211
FDI10,OUT017,2752.9207
FDQ25,OUT013,2737.0742
FDA38,OUT010,604.2067
DRI13,OUT049,3341.7173
FDY20,OUT027,2488.1577
NCZ53,OUT035,3099.4507
NCM31,OUT013,2364.0366
DRB01,OUT017,2968.5244
DRF37,OUT046,3726.2632
NCF42,OUT049,2817.0742
FDF16,OUT018,2092.5369
FDB41,OUT013,747.7599
FDR34,OUT013,3808.0886
FDR15,OUT018,2227.3115
NCV42,OUT019,303.16992
FDW51,OUT035,3256.5022
FDU36,OUT017,1534.5487
FDX60,OUT049,1242.4562
FDY03,OUT035,1898.9906
FDW55,OUT045,3809.4668
FDT01,OUT010,603.44415
FDG58,OUT013,2369.995
FDK21,OUT017,4021.27
NCS41,OUT019,581.814
FDS10,OUT045,3133.8406
NCT53,OUT046,2617.9707
FDJ28,OUT018,2772.34
FDX44,OUT045,1348.3326
FDT20,OUT018,558.74493
FDO44,OUT017,1653.3165
NCX17,OUT049,3687.909
FDY01,OUT017,1890.5323
FDJ12,OUT027,5395.762
DRK35,OUT018,529.90936
FDD47,OUT019,505.6623
NCM53,OUT035,1628.1559
FDO45,OUT013,1336.0306
NCM42,OUT010,333.23083
FDE04,OUT046,2881.1648
NCI30,OUT027,5731.43
FDZ19,OUT013,2792.075
FDW57,OUT013,2911.196
FDA25,OUT013,1691.1006
FDT22,OUT046,932.83075
FDP51,OUT013,1922.463
FDD48,OUT027,2955.2898
FDY39,OUT035,3196.0251
FDO48,OUT010,636.7929
FDD23,OUT027,4885.6846
DRN35,OUT027,1017.498
FDT01,OUT035,3272.5986
FDC20,OUT010,203.91003
DRJ35,OUT035,933.19904
FDB32,OUT046,1487.669
FDL24,OUT046,2784.614
NCV42,OUT035,1708.4447
FDZ46,OUT046,1584.7494
FDC15,OUT013,2308.786
FDD08,OUT019,103.512665
FDY50,OUT049,1472.6874
FDD36,OUT013,2036.9408
FDG57,OUT027,1304.1736
FDL21,OUT018,521.8892
FDN16,OUT027,2639.2283
FDJ09,OUT027,1125.5366
FDS01,OUT010,489.69702
FDV33,OUT017,4073.6416
DRE12,OUT017,1894.9105
FDR07,OUT013,1481.6816
FDP48,OUT010,603.4761
NCB55,OUT035,900.7501
FDQ08,OUT013,870.6726
FDR34,OUT035,3812.374
FDO33,OUT046,1738.2034
FDP13,OUT045,691.4713
FDX12,OUT049,3956.591
NCT06,OUT049,2775.525
FDR16,OUT019,637.455
FDE36,OUT046,2617.9707
FDZ36,OUT049,2958.3196
FDV13,OUT045,1348.8008
NCZ17,OUT035,658.4362
FDU56,OUT045,3031.4163
FDM09,OUT035,2708.5422
FDV02,OUT017,2846.9568
FDS34,OUT018,1525.5889
FDA11,OUT049,1475.175
FDP09,OUT017,3493.703
FDB29,OUT027,2970.8
FDT19,OUT017,3071.2275
DRH15,OUT017,684.67633
FDY38,OUT046,3508.0564
FDF14,OUT027,3635.667
FDN48,OUT010,243.16536
FDQ12,OUT013,3768.1704
NCJ43,OUT045,2725.9128
FDE17,OUT019,325.68735
FDB05,OUT035,3749.2688
FDH10,OUT045,2816.0942
NCR06,OUT017,699.5401
FDU32,OUT018,1807.3035
FDD56,OUT049,2879.7534
FDO36,OUT018,2499.5432
FDH16,OUT010,223.13313
FDX10,OUT018,551.4977
FDZ37,OUT017,1391.2115
FDU31,OUT010,602.06116
DRC49,OUT049,2067.9739
FDL15,OUT045,2362.1458
FDN32,OUT019,528.3138
DRH59,OUT027,1915.0957
NCU29,OUT049,2335.2913
FDR37,OUT019,560.2605
FDS14,OUT018,2319.9954
FDU02,OUT027,5465.45
FDJ08,OUT035,3060.3203
NCZ06,OUT045,3676.93
FDO31,OUT049,1248.2008
FDH31,OUT018,1324.2394
FDS58,OUT017,2631.4731
NCA53,OUT027,1290.5791
FDF50,OUT046,3059.068
NCW42,OUT049,3609.28
NCQ17,OUT045,2395.8726
FDK51,OUT018,3410.2285
NCW41,OUT010,481.31924
NCR29,OUT017,911.788
FDB08,OUT019,361.87262
FDA40,OUT027,2348.5889
FDL14,OUT018,2325.2334
FDB47,OUT046,3372.597
FDO03,OUT035,3706.3767
DRK13,OUT019,428.36502
FDX13,OUT010,599.4049
FDF52,OUT046,3141.8823
FDT11,OUT013,2982.3198
FDB08,OUT013,2635.1025
FDQ28,OUT018,2317.7832
FDD29,OUT045,3834.9749
NCQ29,OUT027,5957.1265
NCO02,OUT013,963.77124
FDR56,OUT010,518.5163
NCM54,OUT049,2086.6765
FDP51,OUT035,1898.9906
FDT38,OUT013,1324.93
FDZ20,OUT018,3363.4155
FDJ53,OUT013,2034.6885
FDX13,OUT049,4140.8677
FDP58,OUT035,3313.2944
NCK31,OUT019,147.76772
FDA35,OUT018,1796.4797
FDV37,OUT018,2669.064
NCO07,OUT027,5238.833
FDA20,OUT045,2986.2139
FDZ59,OUT035,2558.3628
NCY17,OUT017,690.825
FDQ28,OUT035,2397.3042
FDV35,OUT017,2343.054
FDQ36,OUT013,625.39417
FDD34,OUT018,2434.7725
FDK51,OUT045,3939.9524
FDV31,OUT035,2708.5422
FDR04,OUT035,1585.9285
FDR14,OUT049,880.2082
DRC36,OUT010,454.18408
FDE39,OUT019,291.42734
FDP57,OUT049,1651.6283
FDE57,OUT046,2047.2704
NCN18,OUT046,1705.4661
NCQ05,OUT018,2122.6284
FDW47,OUT035,1989.5233
FDV46,OUT035,2173.364
NCP29,OUT045,928.179
FDE09,OUT018,1492.5781
NCU06,OUT027,5924.5625
FDT19,OUT010,538.2607
DRF15,OUT017,2358.969
DRI51,OUT013,2737.0742
NCX54,OUT013,1621.42
DRE01,OUT013,3939.1045
NCB07,OUT045,2976.7007
FDU50,OUT035,1817.97
FDG40,OUT035,626.83466
FDW10,OUT018,2379.9744
FDX51,OUT013,3126.853
NCP17,OUT045,964.8321
FDP21,OUT035,3149.7168
FDL04,OUT045,1592.9973
FDV23,OUT013,2034.6885
FDF24,OUT046,1238.3987
FDH56,OUT027,2960.7988
FDB51,OUT049,891.7492
FDI58,OUT027,2526.9802
FDR20,OUT013,726.67426
FDC51,OUT018,1840.2472
FDB16,OUT027,2301.4294
FDE40,OUT049,885.5155
NCM17,OUT035,728.07837
FDU56,OUT035,3170.4934
FDS32,OUT019,329.04538
FDX02,OUT049,3682.031
FDT39,OUT027,3459.771
FDE35,OUT017,911.788
NCI42,OUT019,587.47424
DRL23,OUT046,1601.2294
FDA10,OUT046,1949.8193
FDA11,OUT013,1475.175
NCM06,OUT046,2330.5525
NCT05,OUT035,3973.3796
NCQ02,OUT010,519.612
NCY06,OUT049,2076.4321
FDY56,OUT035,3729.289
FDL02,OUT035,1612.2408
NCI06,OUT035,2795.1274
FDQ14,OUT045,2365.2563
FDQ12,OUT017,3706.3767
FDP36,OUT046,760.32886
FDK21,OUT027,6097.8105
FDO40,OUT045,2373.7146
NCK54,OUT019,370.6124
FDY09,OUT018,2582.0945
NCW30,OUT049,3928.73
NCC55,OUT027,1016.8128
FDE58,OUT018,1633.397
FDR39,OUT013,2983.9795
FDU28,OUT049,3022.4307
FDH08,OUT017,3832.489
FDG35,OUT045,2701.9976
FDG22,OUT049,638.6102
FDC34,OUT035,2553.4653
FDP15,OUT018,3224.9236
FDK34,OUT010,579.9769
FDU45,OUT035,1912.2194
FDQ04,OUT027,887.81934
FDX22,OUT018,3149.1057
FDB45,OUT017,1710.7432
NCH43,OUT027,5160.739
DRE60,OUT046,3508.9377
FDD17,OUT027,6232.017
NCM54,OUT017,2030.9758
NCH55,OUT013,2054.4485
NCT06,OUT017,2591.6313
FDA48,OUT027,5370.7266
FDY58,OUT027,6099.675
FDO25,OUT045,3332.547
FDN50,OUT045,1481.6068
FDH35,OUT035,2591.6313
FDK09,OUT045,3543.408
FDO16,OUT013,1390.1687
FDW11,OUT045,1014.43036
FDU47,OUT027,3313.4587
NCQ42,OUT010,255.55531
FDK55,OUT027,2519.5408
FDN08,OUT049,1869.8813
FDT57,OUT045,3724.6064
FDJ12,OUT018,3027.6968
DRL59,OUT017,813.369
NCN53,OUT046,700.10297
FDO51,OUT010,101.09638
FDK56,OUT017,2972.8599
FDY12,OUT035,816.5006
FDU15,OUT035,670.2038
FDQ19,OUT046,3752.028
DRF15,OUT045,2323.8105
DRE25,OUT019,256.40805
FDK57,OUT018,1664.3818
FDD33,OUT010,543.7636
FDR34,OUT027,6091.378
FDU04,OUT045,2009.0602
FDE35,OUT019,212.21207
NCD31,OUT035,2673.0356
FDJ56,OUT035,1579.131
NCU53,OUT046,2585.009
FDD39,OUT035,3388.2803
NCU17,OUT019,420.58728
FDJ20,OUT046,1949.8193
NCW41,OUT018,2338.0295
FDL52,OUT035,679.31573
FDS39,OUT035,2160.921
DRJ47,OUT045,2717.6108
FDP13,OUT010,106.11842
DRK39,OUT010,201.92833
FDF28,OUT010,282.1
FDB09,OUT045,2039.614
FDM51,OUT046,1599.8545
DRM49,OUT018,738.02954
DRF23,OUT013,2788.7258
DRH01,OUT035,2745.877
FDH12,OUT027,2599.5166
FDA28,OUT019,304.97687
FDW37,OUT018,1258.6487
FDF02,OUT046,1604.566
DRL37,OUT046,695.0782
NCF43,OUT046,2071.7424
FDH08,OUT010,661.3266
FDR34,OUT019,595.11206
NCK19,OUT049,3078.386
NCD55,OUT018,516.6318
FDT27,OUT049,3710.948
FDQ57,OUT045,2330.5525
FDA47,OUT035,2538.7947
DRG15,OUT027,1657.2598
FDE05,OUT018,2141.4312
FDN46,OUT046,1584.7494
FDX27,OUT027,2512.1365
FDT51,OUT045,1741.8671
FDU33,OUT013,715.1697
FDJ16,OUT027,1737.062
FDD20,OUT019,343.72192
FDT36,OUT049,626.7585
DRF15,OUT027,3655.965
FDN52,OUT010,221.22046
FDC22,OUT027,5208.79
FDX15,OUT045,2478.3303
FDT13,OUT013,3079.853
FDU04,OUT017,2078.566
FDU31,OUT019,556.49554
FDW59,OUT027,2289.6453
NCO29,OUT046,2595.3901
FDL15,OUT035,2397.3042
FDI41,OUT049,2328.5493
FDQ48,OUT049,1691.1006
DRI39,OUT013,859.63446
FDI08,OUT013,4085.2808
FDC21,OUT049,1776.0192
FDF58,OUT035,977.83673
FDS08,OUT010,429.0282
FDE47,OUT045,2017.8344
NCP18,OUT019,370.97214
NCR41,OUT013,1566.2445
FDA27,OUT013,3993.7478
FDA43,OUT035,3164.8672
FDA49,OUT045,1308.4121
NCE55,OUT018,2819.992
DRM49,OUT027,982.7526
FDF22,OUT027,5161.419
FDQ15,OUT018,1110.2767
NCS54,OUT017,2979.5078
NCY05,OUT013,644.1485
FDR45,OUT046,3680.973
FDK57,OUT049,2019.6559
FDF41,OUT010,524.2858
FDV21,OUT046,2039.0325
FDD51,OUT046,752.6888
FDF33,OUT046,1639.9817
FDA38,OUT046,3707.1243
FDR56,OUT045,3010.0383
NCN41,OUT017,2041.4242
FDC60,OUT027,2261.331
FDB47,OUT045,3372.597
DRH01,OUT013,2841.3027
FDW08,OUT046,1596.1078
FDF38,OUT027,1028.338
FDY32,OUT017,2533.6213
FDG34,OUT049,1621.42
FDG47,OUT019,568.79376
NCF18,OUT035,2993.83
FDL39,OUT019,514.0555
NCH55,OUT035,2076.4326
DRJ35,OUT049,906.2765
FDS44,OUT035,3712.38
DRE01,OUT018,3353.5845
FDY39,OUT013,3015.2815
FDY32,OUT018,2386.0107
FDR33,OUT027,2950.6914
NCP50,OUT049,1257.133
FDZ47,OUT018,1274.4683
FDU57,OUT049,2335.2913
FDY44,OUT013,3059.562
DRH59,OUT018,972.5845
FDB03,OUT027,5824.059
FDY46,OUT045,2931.6963
FDM39,OUT045,2690.1057
FDY36,OUT035,1254.8641
NCM55,OUT035,3077.4067
FDJ50,OUT010,181.48207
DRL60,OUT013,2335.2913
NCJ54,OUT049,3710.948
FDX59,OUT017,590.58765
FDI07,OUT013,3053.4917
DRF51,OUT010,92.1067
FDM14,OUT017,1682.304
FDP21,OUT045,3096.2498
FDE40,OUT035,1010.32666
FDE05,OUT035,2388.846
FDM13,OUT027,3307.7627
FDC34,OUT027,3940.7363
NCI55,OUT018,1799.3728
NCE43,OUT018,2597.341
FDW58,OUT018,1338.2578
FDG60,OUT045,3637.0417
FDV31,OUT017,2708.5422
FDR47,OUT013,3016.259
FDM60,OUT019,83.42828
NCF06,OUT018,3322.1814
NCN26,OUT027,2950.54
FDQ59,OUT049,1362.6685
FDF09,OUT046,636.0979
NCS06,OUT017,4076.0205
FDT44,OUT046,1875.4006
FDI19,OUT017,3794.8743
FDT22,OUT017,956.4205
NCF54,OUT027,3962.7542
DRG25,OUT045,3019.5493
FDB59,OUT017,3148.2236
FDQ37,OUT017,2904.769
FDP56,OUT035,777.7157
FDW44,OUT035,2830.934
FDJ26,OUT010,624.4954
FDU43,OUT018,3234.488
FDW33,OUT045,1596.1078
NCX53,OUT027,3310.708
FDN56,OUT010,366.96347
DRF15,OUT049,2328.5493
FDO33,OUT017,1898.9906
FDZ39,OUT010,266.02707
NCJ19,OUT017,923.6093
FDU01,OUT035,3154.129
FDT12,OUT035,3579.3203
NCM18,OUT018,740.75415
FDP19,OUT017,2022.5176
NCR42,OUT049,626.2628
FDN10,OUT046,1866.9424
FDG44,OUT017,916.9001
FDQ10,OUT046,2764.9868
DRH13,OUT049,1600.5796
FDT52,OUT013,4048.7026
FDM56,OUT045,1728.9569
NCO43,OUT010,371.43805
NCV29,OUT035,3020.9614
NCF06,OUT013,4017.982
FDO50,OUT035,1425.0579
FDT59,OUT013,3808.0886
FDX40,OUT027,1000.1983
FDE50,OUT017,3115.048
FDX51,OUT017,3230.0664
NCD30,OUT018,1281.4209
FDK15,OUT013,1621.42
FDL12,OUT045,903.3756
FDK46,OUT017,4019.234
DRH49,OUT010,212.25778
FDQ57,OUT046,2330.5525
FDY59,OUT017,1459.1938
FDO09,OUT018,3426.9983
NCG30,OUT035,2025.3184
FDM09,OUT017,2648.115
NCN17,OUT027,2585.196
NCS42,OUT013,1388.1519
FDD02,OUT019,309.71307
FDE34,OUT013,3222.1875
FDU38,OUT045,3010.0383
FDB33,OUT046,2627.8582
NCJ29,OUT017,1371.9224
FDZ27,OUT035,828.117
FDI40,OUT013,1621.42
FDG22,OUT013,662.6717
FDT51,OUT017,1811.3727
FDF20,OUT018,2747.5872
FDV50,OUT035,2041.4242
FDT02,OUT049,645.01715
DRC49,OUT017,2388.846
FDF26,OUT049,2335.2913
FDV52,OUT035,2005.5388
FDX59,OUT049,632.93427
FDV25,OUT035,3415.878
FDW23,OUT027,921.53754
FDE53,OUT018,1356.1782
FDA19,OUT017,2063.5195
FDH22,OUT046,2007.8281
NCO41,OUT013,1549.1498
FDX12,OUT017,3849.282
FDF17,OUT013,2988.6714
FDS11,OUT045,3685.784
FDR51,OUT035,2355.4587
FDT49,OUT010,239.23665
FDC56,OUT013,1960.4142
FDR13,OUT027,2974.7961
FDQ60,OUT035,1958.7401
FDN38,OUT049,3837.2183
NCL29,OUT013,2530.4614
FDO13,OUT027,3931.0374
FDE26,OUT018,2242.1777
FDA31,OUT010,424.3353
FDX14,OUT035,1213.9451
FDA34,OUT045,2833.283
FDF26,OUT013,2335.2913
FDE38,OUT045,2629.6785
DRI11,OUT046,1857.7979
FDQ60,OUT027,2779.6567
FDL21,OUT027,1034.1667
DRC12,OUT027,4888.989
FDC47,OUT046,3508.0564
FDE57,OUT045,2047.2704
FDT14,OUT045,1993.2692
NCZ53,OUT046,3015.064
FDE28,OUT018,3146.4434
FDR19,OUT035,2400.7007
NCF54,OUT019,424.74393
FDZ08,OUT046,1279.6707
NCJ05,OUT018,2155.391
FDF59,OUT046,2007.386
NCO05,OUT035,1608.3392
FDW24,OUT018,665.27496
NCX42,OUT018,2660.9573
NCA53,OUT035,812.942
FDI45,OUT019,387.91986
FDG46,OUT046,1865.1387
FDM20,OUT010,565.2308
FDW11,OUT010,230.4758
FDX08,OUT035,2947.9631
NCK17,OUT035,708.7941
FDK32,OUT018,2181.476
NCA42,OUT035,2590.6833
DRI01,OUT035,2870.6763
NCL55,OUT049,4063.0535
DRE25,OUT018,1303.7871
FDD14,OUT017,2841.091
FDB10,OUT046,3643.113
DRN11,OUT035,2379.9304
FDP38,OUT018,640.9826
NCA30,OUT017,2993.83
FDT15,OUT017,3025.5774
NCP55,OUT018,749.3339
FDF12,OUT035,2354.142
FDM21,OUT018,3366.5974
FDX56,OUT035,3516.915
FDF10,OUT017,2400.7007
FDT32,OUT045,2931.6963
FDM51,OUT018,1324.2394
NCR50,OUT018,2242.2063
FDI19,OUT049,3991.7966
FDX21,OUT017,1608.3392
FDR31,OUT035,2377.5723
FDY02,OUT013,4123.1426
NCA29,OUT045,2909.0981
NCX17,OUT046,3410.846
FDM12,OUT045,2959.6296
FDI53,OUT027,3846.278
NCU30,OUT049,2766.464
FDC56,OUT027,2981.8228
FDK27,OUT018,1840.2472
